# Header: 
#   title: 38-SR-86(N,G) thermal cross section 
#   source: EXFOR 
#   date created: 2025-09-08 
# Target: 
#   Z: 38 
#   A: 86 
#   Nuclide: 38-SR-86 
# Reaction: 
#   Type: N,G 
#   Incident energy       : 2.5000e-08 MeV - 2.5300e-08 MeV 
# Residual: 
#   Z: 38 
#   A: 87 
#   Nuclide: 38-SR-87-M
# Statistics:
#   Thermal Simple Mean       |  Simple Stdev        : 7.84000E-01  |   1.21244E-02   (N = 3)
#   Thermal Weighted Mean    +/- Weighted Error      : 7.77816E-01 +/-  5.49084E-03   (N = 3)
#   MXW Simple Mean           |  Simple Stdev        : 9.34833E-01  |   1.95796E-01   (N = 6)
#   MXW Weighted Mean        +/- Weighted Error      : 8.47896E-01 +/-  2.50781E-02   (N = 6)
#   SPA Simple Mean           |  Simple Stdev        : 9.71600E-01  |   4.24528E-01   (N = 5)
#   SPA Weighted Mean        +/- Weighted Error      : 7.81974E-01 +/-  1.07214E-02   (N = 5)
#
# Data Table
#   Experimental Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
23488-031-0         F.De Corte              1988   2.5300E-08   0.0000E+00   7.7000E-01   6.9300E-03                
23260-074-0         F.Farina Arbocco        2014   2.5300E-08   0.0000E+00   7.9100E-01   9.0000E-03                
23260-075-0         F.Farina Arbocco        2014   2.5300E-08   0.0000E+00   7.9100E-01   0.0000E+00                
11447-049-0         L.Seren                 1947   2.5300E-08   0.0000E+00   1.2900E+00   2.5800E-01     MXW        
31246-007-0         H.S.Hans                1960   2.5300E-08   0.0000E+00   8.0000E-01   2.5000E-01     MXW        
30341-003-0         I.Gulyas                1964   2.5300E-08   0.0000E+00   7.6900E-01   4.8000E-02     MXW        
11832-005-0         H.H.Kramer              1965   2.5300E-08   0.0000E+00   1.0000E+00   1.0000E-01     MXW        
21403-007-0         A.Foglio Para           1967   2.5300E-08   0.0000E+00   9.4000E-01   5.0000E-02     MXW        
22521-013-0         W.Mannhart              1968   2.5300E-08   0.0000E+00   8.1000E-01   4.0000E-02     MXW        
11625-014-0         W.S.Lyon                1960   2.5300E-08   0.0000E+00   1.7300E+00   1.7300E-01     SPA        
12866-070-0         R.E.Heft                1978   2.5000E-08   0.0000E+00   8.1600E-01   2.5000E-02     SPA        
14714-010-1         K.S.Krane               2021   2.5300E-08   0.0000E+00   7.8500E-01   2.2000E-02     SPA        
14714-010-2         K.S.Krane               2021   2.5300E-08   0.0000E+00   7.5700E-01   2.0000E-02     SPA        
14714-010-3         K.S.Krane               2021   2.5300E-08   0.0000E+00   7.7000E-01   2.0000E-02     SPA        
#   Recom./Eval./Deriv./Calc. Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
V1001-348-1         S.F.Mughabghab          2006   2.5300E-08   0.0000E+00   7.7000E-01   6.0000E-02           RECOM
# Header: 
#   title: 38-SR-86(N,G) thermal cross section 
#   source: EXFOR 
#   date created: 2025-09-08 
# Target: 
#   Z: 38 
#   A: 86 
#   Nuclide: 38-SR-86 
# Reaction: 
#   Type: N,G 
#   Incident energy       : 2.5300e-08 MeV 
# Residual: 
#   Z: 38 
#   A: 87 
#   Nuclide: 38-SR-87-G
#
# Data Table
#   Recom./Eval./Deriv./Calc. Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
V1001-348-2         S.F.Mughabghab          2006   2.5300E-08   0.0000E+00   2.3000E-01   3.0000E-02           RECOM
# Header: 
#   title: 38-SR-86(N,G) thermal cross section 
#   source: EXFOR 
#   date created: 2025-09-08 
# Target: 
#   Z: 38 
#   A: 86 
#   Nuclide: 38-SR-86 
# Reaction: 
#   Type: N,G 
#   Incident energy       : 2.5300e-08 MeV 
# Residual: 
#   Z: 38 
#   A: 87 
#   Nuclide: 38-SR-87
#
# Data Table
#   Recom./Eval./Deriv./Calc. Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
V1001-348-3         S.F.Mughabghab          2006   2.5300E-08   0.0000E+00   1.0400E+00   7.0000E-02           RECOM
